job_title,years_experience,education,location,skills,salary_chf
Business Analyst,9,Bachelor,Bern,power bi;machine learning;java;nlp;spark,130840.0
Data Scientist,3,Master,Remote CH,nlp;sql;python,103350.0
IT Consultant,4,Bachelor,Geneva,nlp;docker;spark;sql;cloud,130842.0
Data Scientist,5,Apprenticeship,Remote CH,power bi;cloud;java;docker,143013.0
IT Consultant,2,Bachelor,Zurich,project management;docker,111288.0
Software Developer,17,Bachelor,Zurich,python;docker;java;cloud;project management,175602.0
ML Engineer,3,Bachelor,Other CH,machine learning;spark;python;sql,98307.0
ML Engineer,20,Bachelor,Zurich,machine learning;python;java;nlp;cloud;docker,208776.0
IT Consultant,2,Master,Remote CH,docker;sql,116060.0
Data Engineer,4,Apprenticeship,Remote CH,spark;machine learning;nlp,112675.0
Business Analyst,25,Master,Zurich,python;cloud;power bi;java;nlp,190342.0
ML Engineer,4,Apprenticeship,Bern,cloud;nlp,126050.0
IT Consultant,5,Master,Zurich,nlp;machine learning;sql;cloud;java;spark,146527.0
Business Analyst,3,Master,Zurich,nlp;project management;power bi,116091.0
Data Scientist,3,Bachelor,Bern,cloud;java;spark,128758.0
Business Analyst,9,Master,Other CH,power bi;nlp;project management,159235.0
Data Scientist,9,Master,Zurich,python;docker;spark;power bi;machine learning;java,161666.0
Business Analyst,11,Bachelor,Bern,sql;docker;cloud,138332.0
ML Engineer,9,Bachelor,Zurich,power bi;docker;sql,150072.0
Business Analyst,8,Bachelor,Basel,sql;nlp;machine learning;power bi;spark;cloud,130735.0
Data Engineer,5,Apprenticeship,Zurich,java;nlp;sql;python;cloud,133445.0
Data Engineer,2,Bachelor,Zurich,machine learning;power bi,136726.0
ML Engineer,1,Apprenticeship,Other CH,nlp;power bi;python;cloud;docker,111234.0
ML Engineer,3,Bachelor,Geneva,spark;project management;power bi;cloud;python;java,128762.0
Software Developer,6,Bachelor,Geneva,docker;power bi;cloud;project management;nlp,130910.0
Software Developer,11,Bachelor,Basel,project management;spark;docker;java;sql;python,152718.0
Business Analyst,5,PhD,Zurich,project management;cloud;power bi;sql;python;spark,138484.0
Software Developer,2,Bachelor,Remote CH,nlp;python;power bi;sql;cloud;project management,117957.0
Data Engineer,0,Master,Zurich,power bi;spark;sql;nlp,120681.0
IT Consultant,3,Master,Bern,nlp;cloud;java;spark,130054.0
Data Scientist,10,Master,Other CH,cloud;sql;java;project management;docker,148233.0
IT Consultant,8,Bachelor,Bern,cloud;nlp,146648.0
IT Consultant,9,Bachelor,Remote CH,docker;machine learning;python;cloud,120847.0
Software Developer,4,Master,Other CH,cloud;project management;sql;nlp;docker;machine learning,116232.0
ML Engineer,5,Bachelor,Zurich,machine learning;nlp;project management;docker,143377.0
Business Analyst,6,Bachelor,Remote CH,docker;spark;project management;machine learning;power bi;cloud,114801.0
Business Analyst,12,Master,Geneva,python;machine learning,146900.0
IT Consultant,8,Bachelor,Geneva,cloud;power bi;sql,115020.0
IT Consultant,2,Bachelor,Zurich,power bi;cloud,124824.0
IT Consultant,5,Master,Geneva,sql;spark,141544.0
Data Engineer,6,Bachelor,Other CH,nlp;python;machine learning,119964.0
Business Analyst,1,PhD,Zurich,spark;nlp,118718.0
ML Engineer,6,PhD,Zurich,power bi;python;sql;cloud,152660.0
Business Analyst,4,Bachelor,Bern,python;docker;sql;machine learning;spark,121441.0
ML Engineer,8,Apprenticeship,Zurich,machine learning;python;java;power bi;spark;sql,142109.0
Data Engineer,7,Bachelor,Basel,cloud;project management;nlp,163461.0
Data Scientist,1,Master,Zurich,java;cloud;sql;power bi;machine learning,131588.0
ML Engineer,6,Bachelor,Zurich,project management;docker;machine learning,139637.0
ML Engineer,2,PhD,Remote CH,machine learning;power bi;python;project management;cloud;docker,144212.0
Business Analyst,11,Bachelor,Remote CH,docker;sql;python;project management;spark;nlp,153268.0
Software Developer,9,Apprenticeship,Zurich,nlp;docker;spark;power bi,147625.0
Software Developer,3,PhD,Remote CH,python;power bi;java,120512.0
Business Analyst,8,Apprenticeship,Other CH,cloud;project management;python;java;machine learning;power bi,130045.0
Software Developer,7,Apprenticeship,Basel,docker;python;machine learning,119016.0
Software Developer,3,Bachelor,Zurich,cloud;docker;spark;python;java;power bi,113082.0
Data Scientist,6,Bachelor,Zurich,cloud;project management;sql;nlp;machine learning;docker,148189.0
IT Consultant,5,PhD,Remote CH,power bi;nlp;spark;project management;cloud;python,149600.0
Data Scientist,8,Master,Bern,python;nlp;machine learning;java;project management;spark,169048.0
Data Engineer,8,Master,Zurich,spark;java,150049.0
IT Consultant,3,Bachelor,Other CH,power bi;nlp;docker;sql;java,113268.0
Data Scientist,10,Apprenticeship,Other CH,machine learning;power bi;cloud;docker;project management;python,140641.0
Software Developer,1,Bachelor,Other CH,docker;cloud;power bi,100693.0
Business Analyst,3,Bachelor,Zurich,sql;project management;machine learning,109308.0
Business Analyst,3,Master,Geneva,spark;machine learning;cloud;python;project management,145918.0
Data Scientist,0,Bachelor,Basel,docker;python,95329.0
Software Developer,6,Master,Zurich,spark;machine learning;project management;nlp;power bi,151924.0
ML Engineer,8,PhD,Zurich,machine learning;project management;python;cloud;docker;nlp,159380.0
Data Engineer,2,Apprenticeship,Other CH,python;machine learning;project management,108361.0
Data Scientist,16,Bachelor,Remote CH,cloud;project management;nlp;machine learning;sql;python,167516.0
Software Developer,4,Bachelor,Zurich,java;nlp;docker,119814.0
Software Developer,3,Bachelor,Zurich,python;cloud;machine learning;java;spark,145248.0
Software Developer,12,Bachelor,Geneva,java;python;sql;machine learning,143035.0
Data Engineer,8,Apprenticeship,Zurich,python;java;sql;cloud;docker,156597.0
Software Developer,2,Bachelor,Other CH,python;sql;machine learning;java;power bi,124733.0
Data Engineer,10,Master,Remote CH,project management;power bi,113388.0
Business Analyst,6,Master,Zurich,spark;project management;machine learning;power bi,131506.0
ML Engineer,5,Master,Other CH,docker;java;nlp,131460.0
IT Consultant,6,Apprenticeship,Basel,nlp;spark;machine learning;docker,126800.0
Data Engineer,3,Bachelor,Other CH,python;docker;java;machine learning,126663.0
Data Scientist,3,Apprenticeship,Other CH,power bi;java,120433.0
Data Engineer,5,Master,Other CH,project management;docker;spark,123151.0
Software Developer,10,Bachelor,Remote CH,project management;machine learning,142296.0
ML Engineer,4,Bachelor,Remote CH,nlp;docker;spark;power bi;java,148676.0
IT Consultant,7,Apprenticeship,Zurich,nlp;spark,131827.0
Data Scientist,5,Master,Remote CH,cloud;power bi;python;sql;java;project management,137191.0
Data Scientist,5,Master,Zurich,power bi;docker;project management;sql;machine learning;java,164174.0
IT Consultant,6,Bachelor,Remote CH,docker;cloud,111791.0
Data Engineer,4,Bachelor,Remote CH,cloud;power bi;spark,122024.0
Data Engineer,6,Bachelor,Zurich,sql;cloud;machine learning,152455.0
Data Scientist,1,Master,Remote CH,cloud;docker;machine learning;spark;nlp;python,121370.0
ML Engineer,7,Master,Basel,power bi;spark,141471.0
Data Scientist,5,Master,Bern,nlp;java,123500.0
Data Scientist,8,Bachelor,Remote CH,nlp;spark,122867.0
Data Engineer,8,PhD,Bern,java;spark;project management;cloud,162687.0
Data Scientist,5,Apprenticeship,Basel,docker;spark;python;java,125054.0
Software Developer,11,Master,Remote CH,python;project management;machine learning;power bi,146222.0
Business Analyst,8,PhD,Basel,python;cloud;machine learning,141042.0
Software Developer,2,Master,Geneva,spark;python,123056.0
ML Engineer,1,Master,Zurich,docker;power bi;spark;machine learning,133274.0
Data Engineer,5,Bachelor,Bern,java;docker,140246.0
IT Consultant,2,PhD,Zurich,nlp;python;machine learning;power bi;cloud,143829.0
Business Analyst,2,Master,Zurich,cloud;spark;nlp;java;power bi,112541.0
Business Analyst,3,Bachelor,Other CH,nlp;python;project management,119211.0
Data Engineer,2,Master,Zurich,power bi;docker;machine learning,109409.0
Data Scientist,3,Bachelor,Zurich,python;sql;power bi,124424.0
Data Scientist,5,Bachelor,Basel,python;spark;sql,136788.0
Data Scientist,3,Apprenticeship,Remote CH,sql;nlp;spark;project management;cloud,148497.0
Software Developer,2,Bachelor,Basel,docker;python;machine learning,91781.0
IT Consultant,3,Bachelor,Remote CH,spark;machine learning;sql;nlp,118507.0
Business Analyst,16,Bachelor,Zurich,java;project management;machine learning;python;cloud;power bi,173029.0
Business Analyst,3,Apprenticeship,Bern,power bi;docker;machine learning;sql;cloud,113829.0
ML Engineer,9,Bachelor,Basel,python;sql;java;nlp;spark,142971.0
ML Engineer,5,Bachelor,Basel,cloud;machine learning;spark;docker,145633.0
ML Engineer,3,Bachelor,Basel,docker;cloud;spark;power bi;nlp;machine learning,145381.0
IT Consultant,9,Apprenticeship,Geneva,machine learning;docker;python;sql;project management,145723.0
ML Engineer,4,Master,Geneva,spark;power bi,144786.0
ML Engineer,7,Master,Zurich,project management;python;cloud;docker;power bi;nlp,163611.0
Data Scientist,8,Master,Remote CH,spark;nlp;docker,137834.0
Data Scientist,8,Apprenticeship,Other CH,java;spark;project management;sql;python,113991.0
IT Consultant,10,Master,Zurich,project management;machine learning;cloud;docker;power bi,184771.0
IT Consultant,9,Master,Remote CH,docker;nlp;spark;power bi;cloud;sql,155366.0
Data Scientist,7,Bachelor,Basel,java;python;power bi;machine learning;nlp;docker,146318.0
IT Consultant,4,PhD,Zurich,sql;cloud,124265.0
Business Analyst,4,Master,Zurich,sql;power bi,118734.0
Software Developer,4,PhD,Remote CH,docker;project management;machine learning;power bi;nlp;cloud,145517.0
Data Engineer,5,Master,Remote CH,machine learning;project management;java;spark;nlp;cloud,153547.0
Software Developer,9,Master,Zurich,sql;cloud,147881.0
Data Scientist,2,Bachelor,Basel,spark;java;docker;power bi;project management,122701.0
ML Engineer,8,Master,Bern,java;cloud;python;sql;project management;docker,152169.0
Data Scientist,7,Bachelor,Geneva,docker;machine learning;power bi;sql;java,157929.0
Business Analyst,0,Master,Zurich,docker;machine learning;power bi;sql;python;nlp,126126.0
IT Consultant,5,Apprenticeship,Zurich,docker;python,127982.0
Software Developer,2,Bachelor,Remote CH,java;machine learning,118819.0
IT Consultant,7,Master,Geneva,spark;cloud;power bi;project management,135894.0
Data Scientist,6,Bachelor,Remote CH,python;nlp;sql;machine learning,142916.0
Data Scientist,4,Bachelor,Bern,machine learning;project management;nlp,133273.0
Data Scientist,3,Bachelor,Zurich,docker;cloud;project management;spark;java,150025.0
ML Engineer,17,PhD,Zurich,machine learning;java,197061.0
Data Engineer,8,Master,Zurich,spark;machine learning;project management,129724.0
Business Analyst,3,Master,Zurich,spark;cloud;sql;java,114164.0
Business Analyst,7,Master,Geneva,machine learning;project management;sql;python,128083.0
IT Consultant,5,Master,Zurich,sql;cloud;power bi;python,131415.0
Data Engineer,5,Master,Remote CH,cloud;project management;machine learning;power bi,150385.0
Software Developer,1,Bachelor,Zurich,project management;cloud;docker;machine learning;python,121030.0
Data Scientist,4,Master,Other CH,python;cloud;project management;power bi;spark,127690.0
IT Consultant,12,Bachelor,Zurich,machine learning;project management;power bi,154733.0
Data Engineer,6,Bachelor,Zurich,power bi;sql;spark;cloud;machine learning;nlp,165917.0
ML Engineer,5,Bachelor,Zurich,power bi;machine learning;nlp;project management,133497.0
IT Consultant,6,Master,Zurich,project management;java;docker;sql;machine learning,138090.0
Data Engineer,3,Master,Bern,python;java;machine learning,131527.0
Software Developer,1,Master,Remote CH,java;project management;docker,123502.0
IT Consultant,4,Master,Geneva,docker;power bi;machine learning;nlp;python;sql,148303.0
Data Engineer,0,Bachelor,Basel,power bi;python;nlp;machine learning;sql,123126.0
Data Engineer,5,Bachelor,Zurich,python;docker;spark,119802.0
ML Engineer,5,Master,Basel,spark;cloud;machine learning;docker;project management,165020.0
Data Scientist,3,Master,Zurich,java;sql,117311.0
Software Developer,6,Master,Geneva,sql;nlp;docker;python;cloud,149296.0
ML Engineer,15,Master,Zurich,machine learning;nlp;sql;power bi;docker;python,174011.0
ML Engineer,13,Master,Basel,machine learning;spark;cloud;sql;docker,168707.0
Data Engineer,7,Master,Other CH,machine learning;nlp;sql;project management,136190.0
IT Consultant,6,Bachelor,Other CH,spark;docker,118912.0
IT Consultant,7,Bachelor,Basel,machine learning;cloud,135706.0
ML Engineer,4,Master,Geneva,sql;machine learning;docker;power bi,136941.0
Data Scientist,13,Bachelor,Remote CH,spark;nlp;power bi;project management;java,147310.0
Software Developer,4,Bachelor,Remote CH,spark;power bi;project management;machine learning;docker,134459.0
Software Developer,9,Bachelor,Remote CH,python;power bi;project management;sql;java,153879.0
Business Analyst,8,Bachelor,Other CH,sql;nlp,100073.0
ML Engineer,9,Master,Zurich,machine learning;power bi,153038.0
Software Developer,1,Master,Zurich,project management;cloud;nlp;sql;power bi,123247.0
Business Analyst,3,Bachelor,Geneva,sql;project management;nlp;docker,87469.0
Business Analyst,2,Master,Zurich,spark;cloud;nlp;python;project management,120542.0
ML Engineer,15,Bachelor,Zurich,nlp;java;cloud;power bi;sql,170900.0
ML Engineer,5,Bachelor,Basel,python;project management,115969.0
IT Consultant,8,Master,Zurich,project management;nlp;spark;power bi,150679.0
IT Consultant,2,Master,Zurich,machine learning;python;spark;docker;cloud;nlp,141520.0
IT Consultant,9,Bachelor,Geneva,nlp;java;python;sql,118628.0
Software Developer,4,Bachelor,Basel,power bi;cloud;java;python;docker,136605.0
Software Developer,3,Master,Bern,machine learning;java,125081.0
Software Developer,2,Apprenticeship,Other CH,machine learning;docker;project management,105750.0
Software Developer,12,Bachelor,Zurich,sql;power bi,138626.0
IT Consultant,14,Bachelor,Other CH,nlp;java;project management,117442.0
Data Engineer,0,Master,Other CH,docker;python;cloud,118037.0
IT Consultant,5,Bachelor,Zurich,machine learning;nlp,118957.0
Business Analyst,10,Bachelor,Remote CH,python;cloud;spark;project management;docker;nlp,144471.0
Data Engineer,10,Bachelor,Remote CH,project management;nlp,137905.0
Data Scientist,25,Apprenticeship,Other CH,docker;cloud;sql;machine learning;spark;java,198082.0
Software Developer,5,Master,Zurich,docker;project management;cloud;sql;power bi,127636.0
Data Scientist,0,Bachelor,Remote CH,cloud;nlp;spark;python,112396.0
Business Analyst,1,Bachelor,Zurich,power bi;machine learning;sql,142568.0
Data Engineer,5,Bachelor,Bern,sql;python;java;machine learning,116760.0
ML Engineer,6,Master,Remote CH,project management;java;power bi;spark;nlp,141059.0
ML Engineer,5,Master,Basel,sql;docker;power bi;project management,150014.0
Data Scientist,5,PhD,Basel,project management;sql;cloud,158502.0
Software Developer,2,Bachelor,Basel,docker;spark;java;project management;power bi;python,134861.0
ML Engineer,9,Master,Zurich,cloud;spark;nlp;power bi;sql;machine learning,166503.0
Software Developer,12,Bachelor,Other CH,power bi;java;nlp,165173.0
Software Developer,3,Bachelor,Geneva,spark;machine learning;java;docker;project management,121425.0
Business Analyst,2,Bachelor,Zurich,nlp;docker;sql;power bi,120134.0
IT Consultant,4,Bachelor,Bern,spark;sql,130450.0
Business Analyst,9,Bachelor,Other CH,power bi;project management;java;docker,131251.0
ML Engineer,4,Apprenticeship,Other CH,cloud;spark;machine learning;power bi;nlp;python,137386.0
ML Engineer,0,Bachelor,Basel,project management;cloud;spark,133491.0
Business Analyst,7,Master,Remote CH,machine learning;python;power bi;java;docker,144142.0
Data Engineer,3,Bachelor,Zurich,power bi;cloud;project management;nlp,137378.0
Business Analyst,7,Bachelor,Zurich,python;sql;java;docker;cloud,157979.0
Data Scientist,2,Bachelor,Zurich,java;nlp;docker;python;cloud;spark,129069.0
Software Developer,1,Bachelor,Remote CH,java;nlp;docker,126886.0
Software Developer,8,Master,Bern,project management;power bi,121032.0
IT Consultant,5,Bachelor,Other CH,java;machine learning,121826.0
Data Engineer,1,Bachelor,Other CH,machine learning;docker;sql;cloud;python;power bi,128446.0
IT Consultant,4,Bachelor,Geneva,java;sql;power bi;machine learning;spark,132769.0
Data Scientist,2,Bachelor,Zurich,power bi;project management;nlp,120381.0
ML Engineer,4,Master,Other CH,power bi;machine learning;nlp;cloud;python;project management,164781.0
Data Engineer,4,Bachelor,Remote CH,sql;java;spark;cloud,125898.0
ML Engineer,6,Bachelor,Geneva,project management;cloud;python;machine learning,147020.0
Business Analyst,10,Master,Other CH,nlp;sql;docker;power bi;machine learning;spark,146140.0
Data Engineer,15,Bachelor,Zurich,sql;python,150821.0
Data Engineer,16,Bachelor,Remote CH,python;project management;sql;nlp;cloud;spark,173810.0
Data Scientist,5,Bachelor,Zurich,nlp;project management;machine learning,134122.0
Data Scientist,3,Master,Other CH,docker;sql;nlp;spark,131307.0
ML Engineer,4,Bachelor,Geneva,power bi;machine learning;nlp;python;spark,155985.0
Business Analyst,4,Master,Geneva,project management;spark,120533.0
IT Consultant,7,Bachelor,Remote CH,machine learning;spark;nlp;java;cloud;sql,158667.0
ML Engineer,8,Master,Zurich,sql;nlp,131915.0
Data Scientist,3,Master,Remote CH,docker;sql;cloud;spark,151761.0
Business Analyst,3,Apprenticeship,Zurich,docker;power bi;project management,113316.0
Business Analyst,1,Master,Zurich,nlp;machine learning;power bi,117118.0
Data Scientist,7,Bachelor,Zurich,machine learning;project management;sql;spark;cloud,150736.0
Data Scientist,12,Bachelor,Zurich,nlp;spark;java,166695.0
Software Developer,8,Bachelor,Bern,java;docker;machine learning;python;power bi;sql,127140.0
Data Engineer,3,Bachelor,Zurich,machine learning;power bi;docker;nlp,120017.0
Business Analyst,14,Bachelor,Remote CH,sql;nlp;power bi,144194.0
IT Consultant,8,Master,Remote CH,sql;nlp;spark;project management;python,145223.0
Software Developer,10,Master,Basel,docker;java,131555.0
Data Scientist,5,Master,Bern,sql;project management;docker;cloud;spark;nlp,151748.0
Software Developer,3,Bachelor,Zurich,sql;project management;spark;cloud;python,154643.0
Data Scientist,9,Bachelor,Zurich,python;power bi;spark;project management;machine learning,147896.0
Software Developer,6,Apprenticeship,Other CH,cloud;sql;python;spark,120845.0
Data Engineer,3,Bachelor,Zurich,cloud;sql;machine learning;project management,144742.0
ML Engineer,3,Master,Zurich,spark;java;machine learning;sql;python,135380.0
Data Scientist,2,Master,Zurich,docker;spark,125787.0
Business Analyst,9,Bachelor,Geneva,project management;nlp;cloud;java,152915.0
Data Engineer,9,Bachelor,Remote CH,spark;power bi;project management,146264.0
Software Developer,8,Master,Zurich,nlp;python;machine learning;java;project management;sql,163629.0
Data Engineer,5,Master,Zurich,sql;spark;docker;java,141849.0
ML Engineer,5,Bachelor,Zurich,cloud;python;sql;docker;nlp;project management,151353.0
Data Scientist,4,Bachelor,Zurich,power bi;cloud;machine learning;java,138217.0
Data Engineer,16,Bachelor,Zurich,docker;nlp,163812.0
IT Consultant,11,Bachelor,Zurich,java;spark;docker;project management,136264.0
Data Engineer,7,Master,Geneva,java;spark;docker,134049.0
Data Scientist,3,Apprenticeship,Geneva,nlp;project management,114844.0
Business Analyst,3,Apprenticeship,Bern,java;python;project management;nlp;sql;cloud,130226.0
IT Consultant,13,Master,Zurich,python;power bi;java;machine learning,164277.0
Software Developer,3,Bachelor,Bern,machine learning;project management;spark;nlp,118204.0
Software Developer,5,Apprenticeship,Geneva,spark;power bi;docker;nlp;python,124810.0
Data Scientist,4,Bachelor,Zurich,spark;cloud;sql;power bi;nlp;java,151929.0
Data Scientist,4,Bachelor,Zurich,java;docker;machine learning;spark;sql;python,128015.0
Data Scientist,9,Bachelor,Zurich,cloud;sql;python;power bi;machine learning,185973.0
Data Engineer,6,Master,Other CH,machine learning;project management;nlp;spark;python;cloud,138954.0
IT Consultant,4,Bachelor,Zurich,java;spark,101110.0
ML Engineer,2,Master,Zurich,cloud;power bi;python;docker,133022.0
Data Scientist,8,Bachelor,Basel,project management;spark;docker;python,127828.0
ML Engineer,5,Master,Basel,power bi;machine learning,129906.0
ML Engineer,6,Bachelor,Basel,cloud;java;spark,139338.0
Data Engineer,6,Master,Zurich,nlp;sql;machine learning;docker;project management;java,152720.0
Data Scientist,8,PhD,Basel,machine learning;sql,147214.0
IT Consultant,16,Bachelor,Zurich,java;docker;spark,164602.0
Software Developer,12,Bachelor,Other CH,power bi;nlp;python;spark;cloud,134404.0
IT Consultant,6,Apprenticeship,Basel,power bi;cloud;sql;java,138643.0
IT Consultant,4,Bachelor,Basel,python;docker,93381.0
Data Engineer,16,Master,Zurich,project management;python,179798.0
Software Developer,8,Bachelor,Zurich,cloud;python;machine learning;project management;spark;nlp,161041.0
ML Engineer,6,Master,Bern,python;docker,129523.0
Software Developer,9,Bachelor,Basel,java;spark;python;docker;project management,134936.0
IT Consultant,4,Bachelor,Other CH,python;sql;docker;power bi;spark,97644.0
Business Analyst,6,Master,Other CH,nlp;machine learning,124628.0
ML Engineer,4,Apprenticeship,Zurich,machine learning;python;spark;sql,147159.0
IT Consultant,11,Master,Other CH,sql;power bi;python;nlp;cloud;docker,150885.0
ML Engineer,5,Bachelor,Other CH,sql;spark;machine learning;cloud;power bi,144281.0
IT Consultant,6,Master,Zurich,java;machine learning;nlp;sql;cloud;spark,149726.0
ML Engineer,2,Master,Other CH,project management;cloud;python;machine learning,136931.0
Data Scientist,11,Bachelor,Basel,cloud;power bi,151788.0
Business Analyst,12,PhD,Geneva,sql;python;cloud;project management;docker,163697.0
ML Engineer,3,Apprenticeship,Basel,sql;power bi;spark,131137.0
Software Developer,8,Apprenticeship,Other CH,python;java;cloud;docker,128850.0
Data Engineer,3,Bachelor,Zurich,sql;docker;java,131968.0
Software Developer,8,Bachelor,Bern,nlp;sql;machine learning;cloud;java;power bi,162966.0
IT Consultant,5,Master,Bern,java;docker;power bi;cloud,146504.0
Software Developer,0,Apprenticeship,Other CH,nlp;sql;power bi;java,97337.0
ML Engineer,4,Bachelor,Bern,sql;spark;machine learning,154044.0
Data Engineer,2,Bachelor,Zurich,power bi;cloud;java;machine learning;project management;docker,151952.0
Data Engineer,8,Master,Bern,spark;python;cloud;power bi;docker;project management,149172.0
Business Analyst,5,Apprenticeship,Zurich,spark;python;docker;project management;machine learning;cloud,122549.0
Data Engineer,5,Bachelor,Bern,spark;nlp;docker;project management;java,128002.0
Business Analyst,3,Master,Zurich,java;project management;spark;docker;machine learning,121775.0
IT Consultant,3,Apprenticeship,Other CH,power bi;cloud;python;spark,131067.0
ML Engineer,6,PhD,Geneva,docker;java;spark,150240.0
Business Analyst,4,Apprenticeship,Bern,nlp;spark,95188.0
Software Developer,5,Apprenticeship,Remote CH,nlp;project management;java;sql;cloud,119578.0
Data Scientist,2,Master,Zurich,project management;java;nlp;python;docker,137348.0
ML Engineer,1,Master,Zurich,project management;spark;sql;cloud;machine learning;java,141963.0
ML Engineer,9,Master,Zurich,power bi;project management;java,147541.0
Data Engineer,15,Master,Zurich,nlp;python;docker;spark;java;sql,168644.0
ML Engineer,5,Bachelor,Zurich,sql;spark;power bi;cloud;java,142154.0
Software Developer,9,Master,Other CH,docker;machine learning;python;spark;sql;java,134063.0
IT Consultant,2,Bachelor,Zurich,python;java;power bi;cloud;docker,125060.0
ML Engineer,3,Master,Basel,python;project management;machine learning;docker;sql;nlp,149703.0
ML Engineer,9,Master,Geneva,project management;python;machine learning,158304.0
ML Engineer,4,Bachelor,Zurich,docker;java;sql;cloud;python,145793.0
Business Analyst,4,Bachelor,Zurich,cloud;project management,120473.0
Software Developer,5,Master,Zurich,cloud;python;docker,152419.0
Business Analyst,8,Bachelor,Geneva,docker;machine learning,126538.0
Data Engineer,2,Bachelor,Zurich,power bi;spark;java;cloud;machine learning,147354.0
ML Engineer,3,Master,Other CH,spark;project management;java;cloud;sql,117852.0
Data Engineer,6,Bachelor,Basel,sql;cloud,125325.0
Data Scientist,1,Master,Bern,docker;cloud;project management;sql;power bi;java,111165.0
Data Scientist,3,Master,Basel,machine learning;spark;power bi;project management;java,130401.0
Business Analyst,3,Bachelor,Zurich,project management;cloud;docker;machine learning;nlp,146229.0
Business Analyst,18,Bachelor,Remote CH,python;project management,149234.0
Business Analyst,13,Bachelor,Zurich,project management;spark;java;sql;machine learning,160480.0
IT Consultant,7,Bachelor,Zurich,python;project management;machine learning,143057.0
Data Engineer,3,Apprenticeship,Zurich,nlp;python;machine learning;docker;cloud;project management,137410.0
Business Analyst,3,Bachelor,Other CH,machine learning;project management;nlp;java,118267.0
Data Engineer,8,Bachelor,Zurich,power bi;spark;machine learning;project management;docker;nlp,166452.0
IT Consultant,2,Master,Remote CH,java;power bi;docker;sql;project management;cloud,147477.0
Software Developer,4,Apprenticeship,Remote CH,project management;nlp;python;power bi;cloud;machine learning,128339.0
IT Consultant,15,Bachelor,Bern,spark;nlp,136789.0
Business Analyst,6,Master,Zurich,nlp;power bi;spark;machine learning;project management,126390.0
Data Engineer,5,Bachelor,Bern,power bi;cloud,129402.0
Business Analyst,1,Apprenticeship,Geneva,nlp;machine learning,103532.0
Software Developer,7,Bachelor,Zurich,java;spark;power bi;sql;nlp;cloud,151771.0
ML Engineer,5,Bachelor,Geneva,sql;nlp;machine learning,135160.0
Business Analyst,7,Master,Other CH,docker;sql;project management;nlp,130813.0
Data Engineer,7,Bachelor,Basel,python;machine learning,134661.0
IT Consultant,9,Apprenticeship,Other CH,project management;java;docker;machine learning;nlp,159488.0
Software Developer,2,Bachelor,Basel,docker;project management;nlp;python;machine learning;spark,144449.0
Business Analyst,3,PhD,Bern,docker;project management;sql;spark;python,117699.0
ML Engineer,18,PhD,Zurich,machine learning;cloud;python;spark,199905.0
IT Consultant,2,Master,Zurich,cloud;project management;nlp;java;sql;python,149078.0
Business Analyst,4,Master,Basel,cloud;sql;machine learning,138170.0
IT Consultant,2,Master,Zurich,cloud;python;spark;machine learning,133854.0
Software Developer,2,Master,Other CH,power bi;spark;sql;machine learning;java;docker,108482.0
IT Consultant,6,Bachelor,Other CH,machine learning;spark;nlp;docker,125693.0
Data Scientist,13,Master,Geneva,spark;sql;java;nlp,153507.0
Software Developer,10,Bachelor,Bern,cloud;docker;power bi;machine learning,147043.0
Data Scientist,4,Master,Basel,python;nlp;project management;sql,134258.0
IT Consultant,8,Master,Other CH,nlp;python;java;machine learning;docker;sql,125316.0
Software Developer,8,Master,Other CH,spark;python;machine learning;cloud,122234.0
Software Developer,1,Master,Zurich,power bi;docker;sql;java,130063.0
IT Consultant,4,Master,Zurich,nlp;java,118560.0
IT Consultant,16,Master,Geneva,python;java,188414.0
Data Engineer,7,Master,Other CH,python;java;spark;cloud;sql;nlp,144881.0
IT Consultant,3,Master,Zurich,docker;sql;python;nlp;cloud,134748.0
Data Engineer,10,Bachelor,Geneva,cloud;power bi;docker;spark;java;sql,154335.0
Software Developer,2,Bachelor,Remote CH,spark;machine learning,123232.0
Data Engineer,4,PhD,Other CH,sql;python,113898.0
ML Engineer,7,Master,Bern,nlp;java;spark;python;machine learning;power bi,143296.0
IT Consultant,5,Apprenticeship,Zurich,java;power bi;project management,114717.0
IT Consultant,1,Apprenticeship,Geneva,power bi;machine learning;project management;cloud;spark;java,111899.0
Business Analyst,10,Bachelor,Geneva,python;nlp,129063.0
Business Analyst,5,Bachelor,Other CH,power bi;cloud;java,106509.0
ML Engineer,7,Master,Zurich,docker;java;power bi;cloud,155955.0
Data Scientist,5,Master,Remote CH,sql;machine learning;spark,126723.0
Data Engineer,3,Master,Remote CH,machine learning;cloud;docker;java;python;spark,141169.0
IT Consultant,5,Bachelor,Basel,python;power bi,124492.0
Data Scientist,0,Apprenticeship,Other CH,nlp;python;cloud;sql;docker;machine learning,106074.0
Data Scientist,3,Master,Other CH,java;nlp;python;spark,138372.0
Data Engineer,5,Master,Basel,spark;project management;machine learning,133254.0
ML Engineer,3,Bachelor,Zurich,spark;python;nlp;power bi;cloud;sql,135336.0
Data Scientist,2,Bachelor,Remote CH,sql;machine learning;nlp;spark;project management;java,120134.0
Data Engineer,1,Master,Geneva,power bi;cloud;project management;nlp;spark,114465.0
Data Engineer,0,Bachelor,Zurich,project management;python;machine learning;java,111781.0
